,Time,User,Tweet
240,2022-11-28 06:15:28+00:00,johnloc047,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
241,2022-11-28 06:06:12+00:00,iRandolphf,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
242,2022-11-28 05:53:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/ekl5Le1MaA
243,2022-11-28 05:26:34+00:00,PowerIntraday,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
244,2022-11-28 05:23:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/m3FqpVAVze
245,2022-11-28 05:23:12+00:00,mehtabhaven07,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
246,2022-11-28 05:15:46+00:00,paydaystocks,"Learn how to establish a simple, consistent trading plan to help you achieve astronomical growth - Join the Live Trade Calls with Ryan Jones. https://t.co/z4Jv7LofeM https://t.co/TmJKXX50ND #SPY #QQQ #IWM $PEPLW $GNCA $ARIZW"
247,2022-11-28 04:43:06+00:00,SMR_VISION,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
248,2022-11-28 04:34:12+00:00,Eagle1Da,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
249,2022-11-28 04:23:41+00:00,StocksAfterDark,$SPY #SPY $MSFT #MSFT $AAPL #AAPL $AMZN #AMZN $QQQ #QQQ Market Outlook 11/28 https://t.co/axSMoajfcr
250,2022-11-28 04:09:51+00:00,R1chTradez,RT @optionsking430: $QQQ #QQQ Expecting a bullish break out of this symmetrial triangle. Would wait for a pull back to 286.71 before riding…
251,2022-11-28 04:02:15+00:00,StocksAfterDark,"Rounded Top pattern

If Futures maintains current price into PM, SPY will open around 400.

Break above and 401 will come and then test the gap to 402. Failure and down to 398.

$MSFT #MSFT $AAPL #AAPL $AMZN #AMZN $QQQ #QQQ"
252,2022-11-28 03:56:45+00:00,DunningKrooger,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
253,2022-11-28 03:51:52+00:00,Susi61907655,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
254,2022-11-28 03:40:28+00:00,Liza69664190,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
255,2022-11-28 03:33:34+00:00,Crypt0_2023,"RT @OptionsDecipher: #ES_F 11/28 Weekly Levels 🎯

ABOVE 3980 👉 4009, 4040, 4096+
BELOW 3980 👉 3945, 3920,3900

Lean is bullish 

#SPY #QQQ…"
256,2022-11-28 03:30:26+00:00,SOFI21616007,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
257,2022-11-28 03:29:35+00:00,Harrypotar12,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
258,2022-11-28 03:24:24+00:00,corybolton,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
259,2022-11-28 03:16:34+00:00,henry32709249,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
260,2022-11-28 03:12:42+00:00,Danielslama8,"If china protests lead to CCP collapse, would that be bullish or bearish for US equities? #ChinaProtests #qqq #spy #stocks #"
261,2022-11-28 03:08:35+00:00,Joney78307703,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
262,2022-11-28 03:06:37+00:00,sorted,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
263,2022-11-28 02:59:34+00:00,TANSEN22212361,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
264,2022-11-28 02:39:47+00:00,kumasenpai1,"先週末の米国株市場はまちまちな動き。
年始の最高値圏から
SP500 #VOO　-15.81％（前日比-0.01％）
ナスダック100 #QQQ　-28.57％（-0.66％）
ダウ #DIA　-6.06％（+0.46％）
全世界 #VT　-17.11％（+0.11％）

気付けばダウは年初来で‐6％付近まで回復。

日本代表、次節頑張ってもらいたい！ https://t.co/xzYAxhzyp7"
265,2022-11-28 02:38:56+00:00,KyleTemplin,RT @InvestingAngles: #Nasdaq = Weekly Analysis = Oh No… = 27.11.2022 $NDX #NDX #NQ $QQQ #QQQ #trading https://t.co/tC6MJIKmpF
266,2022-11-28 02:33:56+00:00,bnso35768920,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
267,2022-11-28 02:20:06+00:00,TheGapMessiah,"We have many things to talk about tonight! #Futures ... #SPY .... #QQQ .... #IWM ....

Is anything worth talking about?!

Join me at 9:30 PM EST. #LIVE #LIVEstream #TwitchTV 

https://t.co/TSjn4EwOXQ"
268,2022-11-28 02:19:20+00:00,Danielxxham,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
269,2022-11-28 02:13:13+00:00,OptionsDecipher,"#ES_F 11/28 Weekly Levels 🎯

ABOVE 3980 👉 4009, 4040, 4096+
BELOW 3980 👉 3945, 3920,3900

Lean is bullish 

#SPY #QQQ #AAPL #TSLA #SNOW #NQ_F #AMZN #MSFT #NVDA"
270,2022-11-28 02:10:32+00:00,InvestingAngles,RT @InvestingAngles: #Nasdaq = Weekly Analysis = Oh No… = 27.11.2022 $NDX #NDX #NQ $QQQ #QQQ #trading https://t.co/tC6MJIKmpF
271,2022-11-28 01:55:17+00:00,MAHEAG1,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
272,2022-11-28 01:47:53+00:00,s_adouairi,"لأول مرة يحق للعرب والمغاربة أن يفخروا بأن لنا منتخب عالمي #QQQ #محمد_عدنان #المغرب_بلجيكا 
#FIFAWorldCup 
#كأس_العالم_قطر_2022 
#Maroc"
273,2022-11-28 01:27:42+00:00,xrpvegas,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
274,2022-11-28 01:12:38+00:00,OverTheStarrs,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
275,2022-11-28 01:05:21+00:00,WeLoveThisTech,"RT @TraderCloudy: My ES+NQ plan for Monday is out!

ADR:
4042-3998 (ES)
11832-11630 (NQ)

Momentum: 🐻 
Bearish momentum means I am only loo…"
276,2022-11-28 00:52:34+00:00,reciknows,"$QQQ Weekly. Falling wedge formed as #QQQ reclaims 200sma (needs to hold &gt; 277)  

$NDX $NQ_F $XLK #SPY #Nasdaq $AAPL $MSFT $SPY https://t.co/NWWidsjFwl"
277,2022-11-28 00:48:01+00:00,Linkedplays,"NEW OPTIONS TRADING YOUTUBE VIDEO 

Link: https://t.co/5YBMsiHlQm

#options
#SPY
#QQQ
#bitcoin
#bearmarket
#stockwizard
#swingtrade
#daytrade"
278,2022-11-28 00:46:36+00:00,q68166618,#qqqqqqqqq ffffff hhhh #qqq jjjj kkk bbbb ggggggg #ddddd kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
279,2022-11-28 00:20:10+00:00,Market_Timer,Market Topping? #VIX #SPY #QQQ #XIU.TO #Marekt_Topping #Crude_Oil #Gold #Trding #Shorting https://t.co/9fMe4HD1U9
280,2022-11-28 00:10:46+00:00,305CHARTING,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
281,2022-11-28 00:08:22+00:00,TraderCloudy,"My ES+NQ plan for Monday is out!

ADR:
4042-3998 (ES)
11832-11630 (NQ)

Momentum: 🐻 
Bearish momentum means I am only looking for shorts. (Not a prediction of days direction.) Might update before the open.

#SPX #SPY #ES_F #ICT #QQQ #scalping #daytrading #tradingplan #ndx #nq_f https://t.co/UUxJJ26GDg"
282,2022-11-27 23:59:24+00:00,DanielLeiser2,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
283,2022-11-27 23:51:33+00:00,Powells_Friend,"Trading signals recap :

5 NQ signals given on Friday

Both LONG and SHORT 

250+ NQ handles 

#nq #ndx #spx #qqq #NQ_F #NQ_F $ndx $spx https://t.co/8Ev8nG9kJi"
284,2022-11-27 23:47:52+00:00,optionsking430,"$QQQ #QQQ Expecting a bullish break out of this symmetrial triangle. Would wait for a pull back to 286.71 before riding the rally back up to 287s. 

Calls &gt; 286.91; targets: 287.11, 287.31, 287.51. 
Puts &lt; 286.71; targets: 286.5, 286.2.

#stocks #trading https://t.co/TeJ1JHf6YX"
285,2022-11-27 23:40:40+00:00,thePRUfessor,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
286,2022-11-27 23:39:54+00:00,Ange002007,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
287,2022-11-27 23:31:00+00:00,Michael81491472,"#테슬라,#애플 ,#QQQ,#SPY 등. 국내, #해외주식담보대출 신규 최저5.8~6.9% LTV45%-65%까지 하나증권 문의 010-8149-1472"
288,2022-11-27 23:23:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/owzmlm40oI
289,2022-11-27 23:17:55+00:00,HorizontMarkets,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
290,2022-11-27 23:16:26+00:00,TTOiltrading,"Key Levels for 28 NOV - 2 DEC: FEB $Brent/JAN $WTI

1. LIS - 8500/7800

2. Above LIS, 8780/8070 and 9190/8500 in play

3. Below LIS, 8090/7360 and 7820/7090 in play

#Brent #WTI #CL_F #Oil #OOTT #oilandgas #SPY #QQQ $ES_F $ES $SPX $SPY $QQQ $CL_F #原油"
291,2022-11-27 23:14:31+00:00,SupraFast7159,"$QQQ $NQ_F $NDX $TQQQ $SQQQ Bull Intraday Potential Setup: Buy Failure Pattern on the break of range. 
 
#trading #indices #nq_f #qqq #ndx #tqqq #sqqq https://t.co/7FQBAXzsN3"
292,2022-11-27 22:58:24+00:00,my_playspace,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
293,2022-11-27 22:57:59+00:00,blazedstocks,"https://t.co/j9cjT9QefT

TOP STOCKS TO WATCH FOR THE WEEK OF NOVEMBER 28, 2022 
 
This video covers stocks to watch this week, watchlist, stocks, earnings, catalysts, #SPY, #QQQ, #CROWDSTRIKE, #CRWD, #SNOWFLAKE, #SNOW, #SYNOPSYS, #SNPS, #CHARGEPOINT #CHPT, #APPLE, #AAPL. https://t.co/xpx2ScJBUA"
294,2022-11-27 22:53:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/cesk6fhaZa
295,2022-11-27 22:46:02+00:00,ES_SPY_SPX,"$NQ_F

#NQ weaker vs #ES
but
if it can take out
12K (which is highly likely)
--- than
12,800 is next logical target

Current @ 11,782

#NQ_F #QQQ #TQQQ
$NQ_F $QQQ $TQQQ https://t.co/s4LkbGcwW7"
296,2022-11-27 22:43:17+00:00,ali_bin_7md,"تحليل فني لـ 
#QQQ 
صندوق #QQQ ,لمؤشر ناسداك #NDX
كون نماذج ايجابيه عاكسه للاتجاه
السعر تذبذب في منطقة ضيقة بعد الاختراق
تزايد الفوليوم مع الصعود والاختراق + تقاطع ايجابي لمتوسط ٢٠ مع ٥٠
الاهداف عند المنطقة الحمراء الموضحه بالشارت
وقف خسارة اغلاق ادنى 280.72
بالتوفيق
#SPY 
#SPX https://t.co/q4t18wUmVa"
297,2022-11-27 22:13:57+00:00,KISS_RHINO,"Put as much time into craft you want to achieve highest goals. 

Time -&gt; Experience 

Experience -&gt; Growth 

Happiness comes as byproduct later.

#ES_F #NQ_F #SPY #QQQ 

#InspirationalQuotes https://t.co/BU2mUugCLG https://t.co/eHU1QrHNIQ"
298,2022-11-27 22:10:11+00:00,QuantScraper,"US Economic Calendar 
#Economic_Calendar #ES #ES_F #SP500 $ES $SPY $SPX #NQ #QQQ #NQ_F #ZB_F #GC_F #CL_F #eurusd $EURUSD https://t.co/9xZrr6dhe2"
299,2022-11-27 22:09:50+00:00,ElVerracosky,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
300,2022-11-27 22:07:48+00:00,QuantScraper,"The week after Thanksgiving since 2010 has been positive.  9 out of 12 times up
#ES #ES_F #SP500 $ES $SPY $SPX #NQ #QQQ #NQ_F #ZB_F #GC_F #CL_F #EURUSD $EURUSD https://t.co/zncHApHi0v"
301,2022-11-27 21:59:43+00:00,Tom080418,"RT @reciknows: $QQQ Daily. #QQQ breakout and retest, needs to hold &gt; 280 to keep the bull thesis alive. 

Note rising wedge 👀 

$NDX $NQ_F…"
302,2022-11-27 21:58:19+00:00,KISS_RHINO,#ES_F #NQ_F #SPY #QQQ never give up is #ALLinCharts time spend on them nobody will take away from you. #InspirationalQuotes https://t.co/3IPqD9imza
303,2022-11-27 21:31:35+00:00,Ja______Ma,#SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/4wwp7Z141c
304,2022-11-27 21:26:53+00:00,FinTaxBot,RT @KingYedidYahTRD: J Powell doesn’t like this disrespectful economy. This market thinks he’s a punk ! He’s about to go full Thanos with a…
305,2022-11-27 21:26:47+00:00,KingYedidYahTRD,"J Powell doesn’t like this disrespectful economy. This market thinks he’s a punk ! He’s about to go full Thanos with all the stones, bareback posing on a horse type of time ! Unleash the Krackin ! 😆😎📉 #SPY #QQQ #USDollar #ES1 #NQ1 #StockMarket"
306,2022-11-27 21:04:43+00:00,next2020japan,"#米国ETF #QQQ 買ってる人いますか？
どうですか？　まだまだあがるのか、今が頂点なのか"
307,2022-11-27 20:56:10+00:00,PointBlank_Algo,"Our weekly NEXT WEEK, The Bear's take, The Bull's take, Our take is here

For more info read our newsletter coming out tomorrow morning before the open

Subscribe for Free

https://t.co/6c1OuWSuEY

#SPX $SPY $ES $SPX #ES_F $GAMMA $GEX #GAMMA #GEX $QQQ #QQQ 
$DIA $IWM #trading"
308,2022-11-27 20:47:13+00:00,ClearCapitalMgt,"Is the Stock Market Getting Healthier?

#investing  #stockmarket #bitcoin #crypto #qqq #SPY #ARKK #bonds #stocks #nasdaq #equities #bonds #gold #stockmarketcrash https://t.co/LJijrjZmh3"
309,2022-11-27 20:27:06+00:00,therdparker,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
310,2022-11-27 20:17:20+00:00,trading_ko,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
311,2022-11-27 20:17:04+00:00,dailytradingpit,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
312,2022-11-27 20:16:33+00:00,lovehawties,"RT @Unbearabull2: $AMC $APE $GME 

the #DowJones already broke out, closing on a gold cross

🙀🙀🙀🙀
https://t.co/A3Dox5qkLp

#SPY and #QQQ🥱 m…"
313,2022-11-27 20:06:39+00:00,StocksAfterDark,What is your goal? Have you decided? $SPY #SPY $MSFT #MSFT $AAPL #AAPL $AMZN #AMZN $QQQ #QQQ https://t.co/DXwU3Jwgdj
314,2022-11-27 20:02:09+00:00,Unbearabull2,"$AMC $APE $GME 

the #DowJones already broke out, closing on a gold cross

🙀🙀🙀🙀
https://t.co/A3Dox5qkLp

#SPY and #QQQ🥱 must break out

it's self-feeding (gamma+FOMO) from now🤭essentially

eating the most malignant hedgies 🤣for arrest😕

🤭"
315,2022-11-27 19:58:49+00:00,InvestingAngles,#Nasdaq = Weekly Analysis = Oh No… = 27.11.2022 $NDX #NDX #NQ $QQQ #QQQ #trading https://t.co/tC6MJIKmpF
316,2022-11-27 19:39:58+00:00,Sheed_Capital,$QQQ #QQQ held the August high AVWAP again this week. We are watching for this level to act a launch pad for a move up to the March high AVWAP. Powell speaks on Wednesday. #stockmarket #trading #investing https://t.co/SqCC5iLK8V
317,2022-11-27 19:36:22+00:00,Teo7913,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
318,2022-11-27 19:15:07+00:00,reciknows,"RT @reciknows: $QQQ Daily. #QQQ breakout and retest, needs to hold &gt; 280 to keep the bull thesis alive. 

Note rising wedge 👀 

$NDX $NQ_F…"
319,2022-11-27 19:06:02+00:00,PiVol_Trader,"#ES_F 
in 24th Jan 2022, big buying volume has been noticed. with low interaction. 
📍Based on calculation 4807.40 is target 🎯
📍When? if 4145.25 get breakout. 
📍4145.25 / 4320.25 / 4374.75 / 4469.25 / 4723.25 / 4756.50 / 4807.40 levels

#SPX $SPX $SPY $NQ #NQ $QQQ #QQQ #NDX"
320,2022-11-27 18:44:57+00:00,Educellsparis,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
321,2022-11-27 18:42:39+00:00,AndrewClarkMD,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
322,2022-11-27 18:29:47+00:00,topstonks,"$QQQ one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/DCtZrsfnR9#qqq    #wallstreetbets  #stockmarket https://t.co/9iamvozuET"
323,2022-11-27 18:12:40+00:00,HESH10473,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
324,2022-11-27 18:05:22+00:00,locogolf,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
325,2022-11-27 18:03:21+00:00,SupraFast7159,"Price Follows the Normal Distribution.  Applying the Empirical Rule w/proper Risk Management provides a significant edge when trading ANY liquid market.

$SPY  $ES_F $SPX $SPXL $VIX $QQQ $NQ_F  $TQQQ 
#SupraTrades #futures #indices #es_f #spy #spx #spxl #qqq #nq_f #tqqq #vix https://t.co/gbOXngSq2S"
326,2022-11-27 17:45:30+00:00,D_C_E_Z,"Be ready for the blackest Monday of all time when stocks , gold , bond yields are bloody red..

Mark my word ! couple of hours ...

#SPX
#forex 
#gold
#QQQ"
327,2022-11-27 17:44:12+00:00,BizzlessJourney,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
328,2022-11-27 17:40:48+00:00,paydaystocks,"Learn how to establish a simple, consistent trading plan to help you achieve astronomical growth - Join the Live Trade Calls with Ryan Jones. https://t.co/z4Jv7LofeM https://t.co/TmJKXX50ND #SPY #QQQ #IWM $GDNRW $GNCA $ARGUW"
329,2022-11-27 17:32:59+00:00,slendernoob,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
330,2022-11-27 17:10:26+00:00,Justinwollen1,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
331,2022-11-27 16:53:47+00:00,leoventuresllc,#ipo #stocks #stockmarket #hedgefunds #speculation #investments #business #options #spy #qqq #dji #futures https://t.co/RfpjkrXKMC
332,2022-11-27 16:45:27+00:00,GrokTrade,"Markets are TOAST if this happens. You heard it here first. 😎☕️ 

FULL VIDEO HERE: https://t.co/088XAgsOs6 

#StockMarketAnalysis #BearMarket #Recession #TechnicalAnalysis #StockMarket #SPY #DIA #QQQ #IWM #XLF #VIX https://t.co/clGSlAulBG"
333,2022-11-27 16:39:14+00:00,kapuschong,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
334,2022-11-27 16:31:19+00:00,ghalia_khormai,"RT @almsafer1408: #aapl #amzn #SPX #spy #QQQ #cvx #dxy #sqqq #السوق_الامريكي #الداوجونز #options #الأسهم

المراحل النفسية للمتداول:
هناك خم…"
335,2022-11-27 16:30:08+00:00,theonlyace14,"#NQ_F 11880 tough resistance going into early next week

#QQQ https://t.co/6IGBXlnEFR"
336,2022-11-27 16:29:42+00:00,ABHIJIT82428685,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
337,2022-11-27 16:27:58+00:00,crypto4teachers,5/9 If high frequency day trading hurts your ability to be profitable and crushes your bias and emotions our algo engima principals shows you for the entire day where the #es #qqq #nq #forex #commodities will reverse. Hearing you speak about you and Vinny today….
338,2022-11-27 16:25:55+00:00,mohammedullah0,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
339,2022-11-27 16:23:47+00:00,leoventuresllc,#nyse #cboe #spy #stockmarket #options #hedgefunds #money #stocks #investments #banking #qqq #dji https://t.co/WiAn0iln7w
340,2022-11-27 16:21:33+00:00,Johan74691596,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
341,2022-11-27 16:19:26+00:00,surendervarmaa,"#NFLX 5 Mins 15 Mins 30 Mins 75 Mins #Support and #Resistence for Nov 28
#gush #tsla #spy #adbe #nflx #nvda #msft #docu #amzn #zm #shop #amd #cost #googl #snap #mara #nio #twtr #spy #spx #meta #aapl #tgt #ndaq #dis #post #ko #pep #xom #wmt #v #pg #wfc #ups #crm #ms #qqq #snow https://t.co/44SKifpHRR"
342,2022-11-27 16:19:08+00:00,mConcepts_,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
343,2022-11-27 16:18:43+00:00,surendervarmaa,"#NFLX 4Hrs Daily weekly and Monthly #Support and #Resistence for Nov 28
#gush #tsla #spy #adbe #nflx #nvda #msft #docu #amzn #zm #shop #amd #cost #googl #snap #mara #nio #twtr #spy #spx #meta #aapl #tgt #ndaq #dis #post #ko #pep #xom #wmt #v #pg #wfc #ups #crm #ms #qqq #snow https://t.co/CMGfU4kSZe"
344,2022-11-27 16:11:32+00:00,enter_order,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
345,2022-11-27 16:01:35+00:00,surendervarmaa,"#ADBE 5 Mins 15 Mins 30 Mins 75 Mins #Support and #Resistence for Nov 28
#gush #tsla #spy #adbe #nflx #nvda #msft #docu #amzn #zm #shop #amd #cost #googl #snap #mara #nio #twtr #spy #spx #meta #aapl #tgt #ndaq #dis #post #ko #pep #xom #wmt #v #pg #wfc #ups #crm #ms #qqq #snow https://t.co/du91L4QLW1"
346,2022-11-27 16:00:32+00:00,surendervarmaa,"#ADBE 4Hrs Daily weekly and Monthly #Support and #Resistence for Nov 28
#gush #tsla #spy #adbe #nflx #nvda #msft #docu #amzn #zm #shop #amd #cost #googl #snap #mara #nio #twtr #spy #spx #meta #aapl #tgt #ndaq #dis #post #ko #pep #xom #wmt #v #pg #wfc #ups #crm #ms #qqq #snow https://t.co/vrKlxg5Vqa"
347,2022-11-27 16:00:08+00:00,matt_kochman,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
348,2022-11-27 15:58:21+00:00,pvenkiraju,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
349,2022-11-27 15:48:35+00:00,vanlivingroom,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
350,2022-11-27 15:48:35+00:00,cholevovo,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
351,2022-11-27 15:46:23+00:00,ArturSafiulli18,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
352,2022-11-27 15:39:19+00:00,UnderstanThis,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
353,2022-11-27 15:38:42+00:00,buyholo,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
354,2022-11-27 15:32:29+00:00,itsmearmanii,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
355,2022-11-27 15:30:28+00:00,Oscillator75,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
356,2022-11-27 15:29:22+00:00,ronald_rhd64,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
357,2022-11-27 15:27:57+00:00,a1cowsky,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
358,2022-11-27 15:17:09+00:00,GolfTraderUSA,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
359,2022-11-27 15:14:38+00:00,JohnHumeRoss1,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
360,2022-11-27 15:09:03+00:00,ethanmgfx,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
361,2022-11-27 14:59:31+00:00,BswqHhwn,"במידה ואני טועה סטופ יעצור אך אם אני לא טועה אנחנו בפני מהלך אלים כלפי מטה.
לא המלצה וכו' ספקולציה שלי..
#NASDAQ #QQQ #soxl #SPX #נאסדק https://t.co/RblFU48O14"
362,2022-11-27 14:57:33+00:00,QuasiQuasi11,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
363,2022-11-27 14:47:24+00:00,FIRE_MVMT,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
364,2022-11-27 14:45:34+00:00,GiuseppeDenarii,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
365,2022-11-27 14:40:30+00:00,JctTrader,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
366,2022-11-27 14:39:08+00:00,myuzumaki_com,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
367,2022-11-27 14:35:46+00:00,moniology,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
368,2022-11-27 14:32:22+00:00,Ja______Ma,#SP500 #DJ #QQQ #EUR #GOLD #WTI #BTC #ETH #BNB https://t.co/I0Kj9Xi3Ky
369,2022-11-27 14:30:48+00:00,evy3511,RT @Jake__Wujastyk: $QQQ #QQQ Big Santa Rally on the way? https://t.co/rZuRQzq31k
370,2022-11-27 14:26:07+00:00,TampaWINNER,"RT @eduWallStreet: #FINANCES U.S. ECONOMIC EVENTS THIS WEEK

S&amp;P 500 $SPX $SPY $ES $ES_F #SPX #SPY #ES #ES_F
Nasdaq 100 $NQ $NQ_F $NDX $QQQ…"
